storeNo,productNo,price,stock
2612,J211,328,72153
2642,J212,278,2948
2082,J213,158,4395
2082,J214,228,80742
2555,J215,600,1918
2127,J216,369,54689
2178,J217,158,55077
2129,J218,138,9836
2211,J219,399,87690
2290,J220,278,16293
2643,J221,309,90272
2644,J222,128,7443
2645,J223,69.9,48410
2583,J224,386,51387
2556,J225,368,50103
2646,J226,128,7672
2634,J227,108,33878
2647,J228,69,80399
2599,J229,138,74739
2648,J230,68,21233
2649,J231,118,96626
2650,J232,398,74149
2620,J233,358,14410
2098,J234,388,21736
2651,J235,599,14355
2652,J236,265,38474
2139,J237,388,51025
2335,J238,178,43357
2572,J239,379,58718
2653,J240,189,74039
2654,J241,368,7606
2449,J242,428,71851
2655,J243,79,10757
2656,J244,89,23378
2168,J245,389,68241
2114,J246,368,33595
2657,J247,118,19008
2555,J248,360,22789
2658,J249,278,58083
2659,J250,99,48548
2660,J251,279,7124
2661,J252,99.6,43172
2662,J253,135,77742
2663,J254,99,80092
2664,J255,328,81375
2371,J256,168,63645
2547,J257,158,96753
2665,J258,98.6,93156
2139,J259,388,68190
2600,J260,288,58913
2666,J261,55,63495
2667,J262,398,91745
2658,J263,240,64270
2668,J264,108,36968
2099,J265,359,65603
2082,J266,278,94426
2082,J267,258,34073
2669,J268,1550,77535
2670,J269,298,48597
2671,J270,148,25276
2672,J271,238,77801
2555,J272,388,68380
2449,J273,378,56950
2673,J274,149,58528
2674,J275,65,89364
2149,J276,338,53341
2675,J277,298,94311
2676,J278,158,60538
2677,J279,58,74957
2335,J280,198,8557
2662,J281,138,59686
2678,J282,125,81291
2178,J283,128,25110
2679,J284,158,64927
2680,J285,126,12414
2681,J286,129,92595
2611,J287,128,42772
2682,J288,58,28094
2683,J289,139,86044
2178,J290,128,70818
2601,J291,268,35154
2149,J292,389,76635
2684,J293,98,92776
2109,J294,329,83049
2685,J295,188,80645
2139,J296,368,9488
2290,J297,275,20194
2566,J298,89,95140
2129,J299,138,23642
2686,J300,268,73513
2687,J301,359,63825
2556,J302,358,31820
2688,J303,118,96891
2689,J304,259,32671
2233,J305,379,37403
2293,J306,288,83454
2690,J307,318,5725
2191,J308,329,66019
2691,J309,69,41332
2692,J310,99,60892
2693,J311,118,30109
2694,J312,258,41896
2124,J313,359,68664
2117,J314,368,51435
2148,J315,485,20063
2662,J316,139,27566
2695,J317,178,73016
2696,J318,115,82790
2082,J319,238,14059
2082,J320,198,2083
2660,J321,268,77463
2416,J322,2800,95870
2149,J323,398,98495
2697,J324,128,68021
2133,J325,389,46437
2698,J326,299,44470
2664,J327,239,92173
2556,J328,299,83625
2699,J329,138,35374
2700,J330,75,86339
2701,J331,369,42545
2702,J332,88,7142
2703,J333,268,3550
2704,J334,58,87814
2611,J335,138,96983
2555,J336,299.5,10873
2705,J337,135,44406
2706,J338,158,96177
2707,J339,168,80796
2572,J340,378,29576
2708,J341,68,6254
2709,J342,79,56486
2710,J343,89,19134
2149,J344,398,6951
2557,J345,108,72062
2711,J346,319,33131
2612,J347,508,66207
2178,J348,158,74405
2712,J349,138,21307
2168,J350,398,81759
2713,J351,359,93053
2594,J352,298,62883
2714,J353,198,59333
2449,J354,449,17978
2715,J355,259,28898
2716,J356,108,90000
2717,J357,1000,95931
2701,J358,368,26313
2574,J359,299,48084
2718,J360,128,3873
2687,J361,359,82066
2719,J362,99,34566
2720,J363,368,25766
2139,J364,368,22593
2712,J365,138,83398
2721,J366,369,55955
2722,J367,289,1603
2723,J368,129,4068
2116,J369,388,79858
2724,J370,1480,94836
2630,J371,285,74102
2082,J372,268,77936
2082,J373,278,10504
2572,J374,368,95036
2687,J375,359,40177
2725,J376,79,68294
2726,J377,128,39987
2727,J378,69,73130
2728,J379,135,85658
2729,J380,298,62659
2730,J381,96.8,29647
2342,J382,458,58739
2127,J383,336,35770
2646,J384,128,85507
2691,J385,68,43347
2731,J386,230,26210
2732,J387,358,55971
2733,J388,69,47456
2734,J389,119,66508
2735,J390,129,31550
2582,J391,320,88061
2736,J392,69,46647
2579,J393,129,92859
2408,J394,969,17600
2565,J395,118,88906
2687,J396,359,73457
2737,J397,129,92003
2720,J398,368,72682
2738,J399,38,23985
2537,J400,59,7005
2191,J401,389,43857
2739,J402,398,21203
2740,J403,1853,67767
2741,J404,1765,12092
2564,J405,58,7015
2742,J406,59,30424
2149,J407,358,95012
2191,J408,329,59255
2743,J409,139,12103
2739,J410,368,5379
2744,J411,399,51094
2745,J412,248,7816
2746,J413,128,88118
2168,J414,359,93646
2178,J415,128,92133
2747,J416,128,25844
2590,J417,339,56940
2249,J418,479,60030
2748,J419,650,94379
2749,J420,268,42773
2216,J421,98,9537
2750,J422,128,79542
2751,J423,98,45822
2109,J424,329,62070
2082,J425,198,39349
2082,J426,158,20575
2752,J427,118,87122
2712,J428,138,52696
2211,J429,379,36527
2718,J430,128,40718
2141,J431,338,76637
2574,J432,296,49426
2753,J433,68,37829
2754,J434,128,29817
2755,J435,218,68869
2756,J436,79,17475
2628,J437,339,58977
2757,J438,1210,36339
2613,J439,268,47261
2758,J440,118,21760
2759,J441,330,72333
2657,J442,118,17782
2760,J443,88,30513
2761,J444,389,28695
2722,J445,330,49748
2762,J446,129,84944
2763,J447,128,39132
2764,J448,139,31742
2765,J449,318,36067
2668,J450,138,73942
2556,J451,326,23614
2760,J452,88,73758
2739,J453,398,41828
2564,J454,65,83807
2720,J455,358,43206
2766,J456,79.9,81982
2565,J457,98,23896
2767,J458,86,68505
2585,J459,118,88743
2768,J460,68,3806
2300,J461,259,30009
2769,J462,119,17122
2770,J463,118,61574
2291,J464,268,66900
2771,J465,178,82691
2772,J466,256,26407
2254,J467,308,34014
2739,J468,398,11819
2662,J469,159,75499
2662,J470,169,71388
2564,J471,98,83263
2773,J472,1550,84986
2628,J473,299,54099
2774,J474,128,41250
2372,J475,129,70651
2091,J476,356,5679
2547,J477,128,338
2082,J478,158,37396
2082,J479,178,70194
2739,J480,378,8949
2211,J481,369,93097
2775,J482,88,26420
2705,J483,139,3373
2776,J484,158,71121
2777,J485,79,73150
2778,J486,128,9402
2216,J487,118,72845
2658,J488,238,42473
2341,J489,306,31299
2178,J490,158,52726
2779,J491,119,62286
2170,J492,359,57201
2492,J493,78,16765
2601,J494,290,87886
2746,J495,128,98912
2547,J496,118,73321
2560,J497,358,23708
2636,J498,138,8707
2127,J499,359,22337
2555,J500,360,9628
2371,J501,158,87470
2780,J502,239,31833
2667,J503,358,53653
2781,J504,289,95997
2782,J505,88,29967
2783,J506,78,46338
2667,J507,358,23278
2759,J508,305,75475
2602,J509,349,9921
2134,J510,389,11725
2784,J511,128,37675
2785,J512,1200,6043
2786,J513,278,95834
2787,J514,229,64119
2786,J515,328,7993
2249,J516,479,72055
2788,J517,148,94137
2789,J518,128,28931
2134,J519,329,64302
2790,J520,359,27256
2791,J521,129,35479
2792,J522,135,52068
2793,J523,228,57275
2501,J524,256.41,65534
2794,J525,129,6780
2795,J526,238,40086
2796,J527,198,60139
2797,J528,398,90181
2123,J529,288,83135
2798,J530,139,38589
2082,J531,178,65085
2082,J532,175,18590
2763,J533,88,51003
2799,J534,58,65690
2800,J535,119,81199
2801,J536,99,69127
2116,J537,368,94475
2615,J538,279,99492
2802,J539,268,15269
2803,J540,93,41871
2804,J541,165,21476
2751,J542,109,19669
2583,J543,388,39001
2761,J544,389,64970
2805,J545,359,66902
2806,J546,118,19033
2807,J547,69,17362
2808,J548,256,66644
2725,J549,75,66342
2582,J550,299,82345
2533,J551,38,36816
2550,J552,148,7815
2809,J553,128,27396
2514,J554,339,79999
2810,J555,75,69080
2671,J556,138,22321
2671,J557,158,67462
2091,J558,336,60364
2811,J559,218,4939
2812,J560,118,62044
2813,J561,93,99297
2814,J562,148,45824
2815,J563,68,73536
2579,J564,129,92502
2816,J565,88,30069
2817,J566,78,71415
2818,J567,168,27066
2819,J568,59,49712
2290,J569,298,38533
2451,J570,329,56335
2820,J571,68,29801
2798,J572,158,85833
2821,J573,128,9727
2591,J574,128,21200
2639,J575,299,6784
2667,J576,368,38854
2775,J577,55,33130
2725,J578,75,93125
2822,J579,158,68815
2823,J580,39.9,49441
2824,J581,359,4072
2825,J582,69,81175
2826,J583,148,81078
2082,J584,158,66717
2082,J585,158,89199
2827,J586,108,6282
2828,J587,138,7160
2829,J588,218,50702
2830,J589,89.9,53180
2759,J590,330,36269
2711,J591,359,45635
2831,J592,85,46567
2788,J593,108,14650
2832,J594,275,30100
2833,J595,1545,38198
2117,J596,389,33003
2620,J597,388,50777
2217,J598,178,16687
2609,J599,136,71753
2672,J600,198,29609
2834,J601,198,43842
2640,J602,288,804
2254,J603,318,2319
2156,J604,339,82113
2835,J605,165,86716
2266,J606,816,43909
2836,J607,2800,19476
2837,J608,109,85385
2263,J609,69,29591
2355,J610,39,81459
2838,J611,56,97957
2486,J612,2480,10255
2537,J613,69,78922
2839,J614,148,58237
2840,J615,188,64729
2414,J616,150,75472
2841,J617,88,31937
2842,J618,129.99,18223
2843,J619,668,28467
2844,J620,118,60129
2711,J621,328,35241
2742,J622,99,39523
2712,J623,128,22258
2845,J624,288,57485
2555,J625,360,41246
2579,J626,129,36452
2759,J627,340,50217
2846,J628,98,24463
2109,J629,329,91106
2628,J630,338,27248
2459,J631,39,71510
2372,J632,159,59487
2847,J633,1090,73659
2848,J634,99,85627
2849,J635,67,59886
2850,J636,89,25708
2082,J637,168,44415
2082,J638,258,82043
2851,J639,59,5628
2123,J640,268,22184
2852,J641,68,73146
2853,J642,138,49575
2854,J643,328,33199
2643,J644,328,22528
2855,J645,208,8344
2856,J646,39,98096
2857,J647,118,95597
2858,J648,128,29695
2859,J649,138,26891
2860,J650,358,64120
2695,J651,218,95854
2855,J652,278,55779
2861,J653,58,16661
2862,J654,59,95838
2863,J655,448,23837
2864,J656,119,62392
2739,J657,398,65834
2810,J658,66,56094
2865,J659,39,51818
2866,J660,185,69516
2808,J661,256,80645
2867,J662,398,45988
2868,J663,39.9,23837
2869,J664,236,48434
2355,J665,68,18845
2436,J666,150,86596
2810,J667,66,78872
2870,J668,208,68707
2712,J669,158,10607
2871,J670,339,13628
2872,J671,79,70154
2167,J672,369,73251
2873,J673,59,41968
2556,J674,368,72259
2874,J675,88,20604
2211,J676,389,91151
2444,J677,88,62117
2875,J678,118,2328
2516,J679,138,73988
2600,J680,268,54322
2393,J681,328,78897
2109,J682,398,87478
2876,J683,118,50167
2877,J684,85,49853
2878,J685,129,65589
2879,J686,138,36235
2879,J687,138,34668
2880,J688,98,31150
2881,J689,89,8351
2882,J690,58,75799
2809,J691,99,18821
2790,J692,359,56275
2883,J693,129,37542
2555,J694,360,6858
2884,J695,69,10051
2628,J696,390,46093
2885,J697,69,15241
2886,J698,98,95098
2887,J699,1850,75755
2564,J700,68,77314
2680,J701,158,65808
2525,J702,198,55155
2888,J703,66.64,70117
2889,J704,188,70002
2607,J705,108,12532
2890,J706,95,29425
2891,J707,78,74271
2888,J708,73.5,19663
2892,J709,338,4231
2293,J710,288,96736
2893,J711,18,62454
2763,J712,138,55834
2355,J713,69,22008
2894,J714,238,52231
2753,J715,78,45977
2895,J716,178,5976
2896,J717,168,12540
2897,J718,135,16736
2898,J719,345,17217
2899,J720,118,74472
2415,J721,628,38005
2900,J722,59,12702
2550,J723,128,308
2116,J724,318,34538
2901,J725,128,23980
2902,J726,59.9,66038
2903,J727,298,46432
2904,J728,178,63008
2905,J729,259,86380
2860,J730,368,20425
2906,J731,69,13868
2635,J732,199,12579
2907,J733,139,76622
2908,J734,319,31717
2805,J735,309,93022
2842,J736,149.99,82693
2564,J737,78,41778
2579,J738,129,49523
2909,J739,386,14611
2910,J740,128,65870
2798,J741,168,25245
2911,J742,228,85896
2372,J743,149,56981
2912,J744,158,54668
2798,J745,158,80109
2372,J746,159,69766
2913,J747,308,44379
2753,J748,59,16061
2914,J749,318,17017
2915,J750,118,84104
2876,J751,118,99014
2916,J752,288,54062
2917,J753,138,22649
2658,J754,248,5092
2918,J755,368,1438
2919,J756,168,42662
2920,J757,268,71945
2898,J758,345,49523
2640,J759,288,99774
2676,J760,168,74278
2862,J761,69,85421
2649,J762,68,34452
2921,J763,19.5,1546
2922,J764,118.9,60376
2573,J765,119,461
2923,J766,128,44775
2924,J767,148,72211
2134,J768,336,83877
2925,J769,88,8013
2926,J770,79,68001
2927,J771,105,84855
2928,J772,129,38361
2929,J773,108,52742
2859,J774,138,45467
2930,J775,88,6015
2931,J776,68,55597
2932,J777,98,99864
2933,J778,369,33695
2291,J779,338,85993
2516,J780,78,54325
2290,J781,299,33091
2128,J782,253,27929
2660,J783,279,24080
2649,J784,108,44014
2371,J785,158,82079
2934,J786,1020,86588
2935,J787,58,94472
2936,J788,278,76036
2678,J789,118,72404
2937,J790,75,69874
2938,J791,68,47614
2939,J792,59,20300
2940,J793,138,50352
2941,J794,158,20223
2942,J795,398,73104
2192,J796,288,19977
2943,J797,385,71359
2944,J798,369,44481
2109,J799,379,45231
2945,J800,118,22746
2670,J801,388,41851
2660,J802,289,77091
2946,J803,168,77053
2577,J804,299,68525
2867,J805,540,38905
2656,J806,89,77080
2947,J807,160,33251
2606,J808,99,31110
2948,J809,68,71444
2949,J810,69,55273
2950,J811,79,60308
2951,J812,58,4079
2674,J813,68,48570
2942,J814,368,8226
2952,J815,39,82659
2579,J816,139,50788
2529,J817,349,56421
2953,J818,139,93837
2912,J819,138,79513
2680,J820,158,46530
2954,J821,168,57646
2955,J822,68,62026
2956,J823,239,85457
2957,J824,129,97424
2127,J825,369,37250
2958,J826,79,2987
2319,J827,158,12048
2678,J828,89,72069
2959,J829,280,26922
2960,J830,129,17676
2961,J831,169,8112
2962,J832,148,26515
2963,J833,39.9,95437
2964,J834,68,6970
2965,J835,99,39038
2393,J836,338,11508
2966,J837,238,5672
2825,J838,59,83633
2134,J839,339,48628
2794,J840,125,28934
2967,K01,19.8,60183
2967,K02,19.8,4628
2968,K03,19,46949
2968,K04,19,45204
2969,K05,19.9,4138
2969,K06,26.88,88446
2970,K07,19.98,39502
2970,K08,19.98,88302
2971,K09,118,98806
2972,K10,19.98,62176
2973,K11,19.9,15960
2974,K12,16.98,29988
2972,K13,14.98,8779
2973,K14,19.99,78805
2974,K15,14.8,77318
2975,K16,338,63096
2976,K17,328,98437
2977,K18,1280,82036
2978,K19,298,87500
2979,K20,598,58719
2980,K21,348,8990
2981,K22,289,49093
2982,K23,1720,20544
2983,K24,286,29139
2983,K25,281,21506
2984,K26,145,51996
2985,K27,338,7912
2986,K28,410,61774
2987,K29,358,54016
2988,K30,820,24258
2989,K31,326,81796
2990,K32,98,28935
2991,K33,2560,1545
2981,K34,299,96574
2992,K35,900,71574
2993,K36,328,8818
2994,K37,108,47841
2995,K38,86.4,75177
2996,K39,1980,13753
2997,K40,1890,36373
2998,K41,2280,53659
2999,K42,980,18518
3000,K43,289,94300
3001,K44,270,72208
3002,K45,960,43470
2986,K46,410,91129
2608,K47,1245,51006
2977,K48,1810,93712
3003,K49,360,66732
3004,K50,169,31712
3005,K51,1288,36374
3006,K52,168,98057
3007,K53,375,73407
2967,K54,19.8,39238
2967,K55,19.8,8481
2969,K56,26.88,19075
2969,K57,19.9,76416
2970,K58,19.98,91503
2970,K59,19.98,70805
3008,K60,238,89386
3009,K61,188,43472
3010,K62,158,88046
3011,K63,1088,30231
3012,K64,200,62113
2997,K65,1600,84294
3013,K66,636,95618
3014,K67,988,29987
3015,K68,299,11989
3016,K69,14.98,95126
2973,K70,14.8,48348
2974,K71,19.98,27779
2973,K72,19.98,61653
2974,K73,39.96,43120
3016,K74,14.98,75852
2972,K75,19.98,27805
2972,K76,19.98,92274
2983,K77,271,11969
3017,K78,1179,79788
3018,K79,1380,84755
3019,K80,168,22212
3020,K81,438,65638
3021,K82,398,64628
3022,K83,1838,1135
3023,K84,1880,85230
3024,K85,535,93759
2094,K86,628,13357
3017,K87,1199,80461
3025,K88,900,40824
2995,K89,77.4,832
3026,K90,358,25062
3027,K91,1390,44527
3028,K92,688,35321
2987,K93,439,51493
3029,K94,1100,36368
3030,K95,1360,58641
3031,K96,428,17773
3032,K97,600,16696
3033,K98,157,64207
3034,K99,280,94249
3035,K100,490,56662
3036,K101,480,21605
3037,K102,138,91750
3038,K103,308,29546
2983,K104,288,3092
3039,K105,420,53525
2978,K106,318,2631
2967,K107,19.8,51541
2967,K108,19.8,46892
2969,K109,19.9,66185
2969,K110,29.9,56437
2973,K111,17.8,7622
2973,K112,19.98,44764
3040,K113,698,43393
3041,K114,135,60509
3029,K115,1500,82483
3000,K116,289,50986
3034,K117,270,52602
3042,K118,108,21199
3043,K119,279,54559
2981,K120,285,79029
2985,K121,338,72562
3044,K122,168,45250
3004,K123,168,52463
3045,K124,1890,6364
3046,K125,270,55820
3047,K126,270,24389
3048,K127,249,78166
3034,K128,282,26170
3049,K129,1850,28870
3050,K130,1880,47015
3051,K131,297,97654
3052,K132,268,83445
3053,K133,1280,65126
2980,K134,368,39307
2970,K135,17.8,2758
2970,K136,19.98,97576
2974,K137,16.98,14030
2974,K138,19.98,14773
2972,K139,14.98,57
3054,K140,298,80052
2981,K141,283,9603
3055,K142,1270,24307
3056,K143,158,40822
3057,K144,300,98894
3058,K145,158,68555
3059,K146,1860,93516
3024,K147,450,21851
3024,K148,445,24497
3060,K149,508,20467
3061,K150,289,58466
3062,K151,2100,36637
3063,K152,260,70435
3064,K153,299,8727
2991,K154,1360,28220
3065,K155,1380,24633
2996,K156,2200,8480
3020,K157,420,87110
3066,K158,128,36188
3067,K159,3680,96143
2967,K160,19.8,74462
2967,K161,19.8,68023
2969,K162,26.88,59514
2969,K163,26.88,56204
2970,K164,39.6,79425
2970,K165,17.8,38168
2973,K166,14.98,13675
3068,K167,358,97931
3069,K168,175,86030
3070,K169,658,46312
3014,K170,968,80596
3071,K171,129,90850
2984,K172,138,16430
3057,K173,300,54725
3020,K174,428,55173
3072,K175,198,38555
3073,K176,528,96050
3074,K177,830,34076
3075,K178,268,5752
3076,K179,178,6625
3077,K180,629,72792
3075,K181,286,36512
3078,K182,306,85097
3079,K183,370,56224
3073,K184,529,85300
3080,K185,435,8900
2978,K186,308,43347
3081,K187,880,38065
3082,K188,398,94684
3003,K189,428,12142
3083,K190,1100,57007
3084,K191,58,10520
3085,K192,1280,19030
3086,K193,198,1563
3087,K194,320,6118
3017,K195,1299,43506
3088,K196,220,29392
3057,K197,250,94710
3089,K198,288,19312
2462,K199,375,99365
2970,K200,19.98,12153
2973,K201,19.98,33312
3016,K202,14.98,84079
2974,K203,19.8,68490
2972,K204,14.8,63606
3090,K205,358,22471
3091,K206,368,20283
3092,K207,2650,48428
3093,K208,500,24734
3094,K209,89,83720
3064,K210,303,79597
2988,K211,1050,39715
3095,K212,1168,90127
2967,K213,19.8,34304
2967,K214,19.8,7636
2973,K215,19.98,77033
2973,K216,35.6,11341
3096,K217,288,14894
3097,K218,59,46002
3098,K219,1780,85678
3099,K220,220,45151
3100,K221,179,45358
3061,K222,299,94364
3101,K223,1160,3712
3067,K224,2120,15872
3102,K225,229,21384
3103,K226,185,75791
3104,K227,278,62095
3105,K228,289,89317
3106,K229,320,17120
3034,K230,262,39854
3043,K231,279,25474
2138,K232,1320,10299
3107,K233,378,24321
3062,K234,2260,63362
3077,K235,629,18231
3108,K236,2033,3739
3109,K237,39,78088
3110,K238,1380,4630
3111,K239,692,48734
3112,K240,345,91866
3113,K241,529,24592
3059,K242,1158,64202
3114,K243,270,4644
3022,K244,1850,25375
3058,K245,158,96526
2338,K246,1920,26066
3024,K247,440,36374
3115,K248,345,83258
3116,K249,265,49469
3117,K250,1680,32480
3105,K251,280,88687
3118,K252,968,8365
3119,K253,109,38834
3047,K254,280,33659
3064,K255,308,19042
3120,K256,220,48237
3121,K257,268,21532
3064,K258,368,24078
3061,K259,299,84239
3122,K260,889,92581
3123,K261,282,28898
2988,K262,950,44810
3101,K263,980,6012
3124,K264,650,94143
3125,K265,192,20242
2967,K266,19.8,39363
2967,K267,19.8,26725
3057,K268,400,96920
2970,K269,17.98,24549
2970,K270,19.98,76261
2973,K271,39.96,30967
3016,K272,14.98,95786
2973,K273,35.6,96680
3123,K274,277,86078
3099,K275,220,77689
3126,K276,428,33571
3086,K277,198,77587
3127,K278,280,27806
3128,K279,188,91663
3129,K280,158,64711
3130,K281,410,10146
3131,K282,298,58472
3132,K283,148,92059
3112,K284,680,73479
3043,K285,299,68153
3010,K286,148,85928
3057,K287,250,47460
3064,K288,286,90521
3133,K289,1508.75,63139
3134,K290,299,68710
3135,K291,49,95798
3136,K292,289,82582
3137,K293,695,67287
2983,K294,288,42540
3138,K295,1008,73595
3139,K296,430,66651
3140,K297,1300,26237
3141,K298,255,95278
3142,K299,198,1283
3143,K300,399.61,30502
3043,K301,299,78345
3144,K302,300,78227
3145,K303,278,84157
3112,K304,345,25235
3073,K305,519,84868
3146,K306,308.9,31763
3147,K307,419,36468
3148,K308,930,22561
3034,K309,278,58035
3149,K310,186,5158
3150,K311,88,58456
3151,K312,256,44796
3152,K313,608,42821
3153,K314,286,35768
3154,K315,408,36137
3101,K316,1388,4993
3155,K317,2080,77470
3156,K318,258,23391
2970,K319,14.8,79335
3057,K320,500,34108
3057,K321,300,34345
3157,K322,1168,65263
3158,K323,138,99231
3131,K324,299,67444
3159,K325,558,12902
3160,K326,158,35751
3161,K327,1880,84537
3099,K328,220,22520
3162,K329,450,99815
3163,K330,128,32950
2970,K331,39.6,44317
3016,K332,19.98,55436
2973,K333,19.98,48730
2972,K334,14.98,21077
3164,K335,400,28139
3165,K336,155,97705
3166,K337,588,41570
3161,K338,1680,59581
3167,K339,1200,65045
3168,K340,260,20976
3043,K341,299,33451
3114,K342,270,871
3024,K343,450,43399
3047,K344,258,24780
3000,K345,280,72823
3169,K346,388,34611
3012,K347,260,62941
3096,K348,278,17638
3170,K349,198,76528
3171,K350,258,40909
3018,K351,1180,18342
3172,K352,128,32883
3173,K353,178,8197
3174,K354,580,12222
3175,K355,198,55340
3176,K356,1988,70875
3061,K357,289,8003
3141,K358,269,43462
3025,K359,890,53116
3177,K360,2805,28909
3065,K361,1290,46549
3178,K362,148,56779
3141,K363,276,37651
3179,K364,1100,94844
3144,K365,300,28952
3180,K366,1388,10113
3181,K367,980,51938
3182,K368,85,85750
3183,K369,118,13322
3114,K370,270,76182
3120,K371,186,95585
3184,K372,180,75695
3185,K373,288,70693
3114,K374,252,98176
3186,K375,418,99887
3187,K376,520,85872
3188,K377,220,81886
3034,K378,269,12267
3189,K379,118,6380
3061,K380,279,35645
3120,K381,186,16203
2274,K382,1890,48997
2274,K383,2080,16135
3190,K384,168,40804
3191,K385,315,8016
3192,K386,1388,31263
3193,K387,240,83801
3194,K388,219,63811
3195,K389,629,84183
3145,K390,269,19118
3196,K391,198,15998
3197,K392,189.99,12786
3164,K393,490,42548
3198,K394,148,500
3199,K395,120.65,54684
2970,K396,39.6,38421
2970,K397,17.8,62150
2973,K398,19.9,87838
2973,K399,14.98,92104
3200,K400,259,60644
3201,K401,650,62839
3202,K402,1198,90454
3203,K403,89,51093
3204,K404,588,73333
3194,K405,256,6581
3205,K406,258,74844
3206,K407,128,55582
3156,K408,269,25737
3090,K409,458,82091
3151,K410,269,23471
3012,K411,229,35546
3207,K412,640,51836
3208,K413,750,27223
3209,K414,458,62903
3210,K415,1380,37145
3101,K416,980,19383
3211,K417,185,95984
3212,K418,165,32263
3024,K419,445,9533
3213,K420,500,91901
3141,K421,236,62659
3214,K422,278,72536
3114,K423,258,86187
2393,K424,288,1555
3061,K425,279,24807
3215,K426,78,83664
3216,K427,318,91740
3046,K428,270,91702
3217,K429,268,41186
3061,K430,279,31937
3136,K431,269,74285
3218,K432,158,30301
3145,K433,259,97333
3219,K434,289,65056
3065,K435,1350,94114
3220,K436,298,92655
3221,K437,569,88678
3029,K438,1500,24371
2985,K439,338,71378
3111,K440,695,1250
3222,K441,274,23714
3223,K442,268,45249
3224,K443,1289.64,35409
3047,K444,258,20141
3225,K445,300,99433
3226,K446,680,80055
3202,K447,1189,72565
3227,K448,186,85003
3228,K449,520,47498
2421,K450,516,31255
3229,K451,228,45339
3230,K452,165,74055
3231,K453,168,49724
3232,K454,49,49924
3233,K455,259,19594
3001,K456,286,36957
3234,K457,139,89488
2970,K458,39.96,31686
2973,K459,19.98,18103
2972,K460,17.8,92296
3235,K461,228,98417
3043,K462,279,53358
3194,K463,268,44425
3021,K464,398,3514
3214,K465,268,25604
3136,K466,286,95421
3236,K467,288,46058
3091,K468,228,29137
3237,K469,135,22011
3188,K470,260,30467
3238,K471,398,9481
3239,K472,120,29794
3240,K473,148,40219
3241,K474,180,88659
3242,K475,168,84293
3057,K476,200,45482
3243,K477,288,61141
3244,K478,168,31404
3245,K479,185,69242
3246,K480,428,2323
3247,K481,159,27781
3248,K482,399,62267
3249,K483,268,37746
2993,K484,410,96847
3155,K485,2288,80732
3250,K486,158,68543
3033,K487,157,56765
3251,K488,223.3,23781
3252,K489,368,25496
3253,K490,1020,21642
3252,K491,430,3217
3207,K492,620,71848
3254,K493,268,12490
3141,K494,268,32234
3255,K495,239,51295
3256,K496,165,52909
3069,K497,198,27014
3156,K498,259,73357
3257,K499,168,77778
3258,K500,500,342
2981,K501,293,30669
3259,K502,238,31965
3159,K503,568,93979
3260,K504,238,15019
3261,K505,549,73203
3262,K506,318,21275
3141,K507,269,78324
3202,K508,1189,65904
3263,K509,398,43786
3264,K510,228,61177
3265,K511,158,45444
3266,K512,69,31968
3189,K513,118,94327
3267,K514,108,32328
3268,K515,29,4724
3118,K516,940,54968
3269,K517,1920,1485
3270,K518,118,42608
3271,K519,610,99414
3191,K520,270,73406
3272,K521,165,56645
2970,K522,19.8,78052
2970,K523,19.98,66526
2973,K524,17.8,11287
3273,K525,158,94161
3015,K526,288,5669
2179,K527,1188,30526
3274,K528,168,42271
3050,K529,1999,78143
3249,K530,268,53486
3275,K531,19.9,70257
3276,K532,175,41855
3047,K533,280,30121
3209,K534,458,23561
3144,K535,260,59365
3277,K536,368,89265
3278,K537,2180,31687
3279,K538,1250,25118
3280,K539,158,41203
3043,K540,279,34197
3281,K541,598,71828
3065,K542,1310,962
3268,K543,29,22010
3043,K544,259,2526
3282,K545,1010,88130
3283,K546,3226,70416
3089,K547,259,40370
3284,K548,280,56569
3075,K549,288,84344
3088,K550,235,47888
3285,K551,1280,84158
3286,K552,1480,23548
3111,K553,698,51619
3114,K554,270,32055
3287,K555,109,42148
3288,K556,760,31704
3289,K557,69,62523
3290,K558,168,51461
3291,K559,299,70288
3292,K560,1960,16549
3293,K561,218,75232
3294,K562,245,52620
3295,K563,298,66118
3296,K564,158,35409
3255,K565,230,36118
3297,K566,900,50084
3018,K567,1380,91619
3205,K568,279,46339
3298,K569,2680,52924
3299,K570,145,6040
3003,K571,400,79360
3009,K572,158,68151
3103,K573,165,69268
3300,K574,99,79703
3012,K575,240,52330
3301,K576,69,36203
3065,K577,1320,76845
3256,K578,165,94474
3302,K579,318,92591
3115,K580,369,65959
3303,K581,1928,83222
3304,K582,228,37560
3191,K583,270,59135
3305,K584,118,88637
3059,K585,2060,61165
3306,K586,268,42668
3156,K587,258,39420
3307,K588,99,19562
3308,K589,259,80616
3309,K590,188,28040
3046,K591,315,3990
2970,K592,39.6,11507
2970,K593,17.8,30286
2972,K594,19.98,32617
3310,K595,199,97633
3311,K596,269,70466
3312,K597,438,15984
3313,K598,49,99066
3314,K599,226,66716
3315,K600,158,98425
3316,K601,16.5,55744
3020,K602,448,87067
3317,K603,268,423
3318,K604,178,50766
3319,K605,159,66368
3227,K606,186,30036
3320,K607,248,55730
3096,K608,298,55384
3091,K609,223,53061
3321,K610,195,3490
3322,K611,39.9,67256
3323,K612,199,46506
3324,K613,258,66007
